ID,Address,Latitude,Longitude,SPD_wind_vuln,SPD_exposure,SPD_tc_1000_ARI_baseline,SPD_tc_1000_ARI_RCP45_2041-2060,SPD_tc_1000_ARI_RCP45_2081-2100,SPD_tc_1000_ARI_RCP85_2041-2060,SPD_tc_1000_ARI_RCP85_2081-2100,SPD_tc_100_ARI_baseline,SPD_tc_100_ARI_RCP45_2041-2060,SPD_tc_100_ARI_RCP45_2081-2100,SPD_tc_100_ARI_RCP85_2041-2060,SPD_tc_100_ARI_RCP85_2081-2100,SPD_tc_10_ARI_baseline,SPD_tc_10_ARI_RCP45_2041-2060,SPD_tc_10_ARI_RCP45_2081-2100,SPD_tc_10_ARI_RCP85_2041-2060,SPD_tc_10_ARI_RCP85_2081-2100,SPD_tc_20_ARI_baseline,SPD_tc_20_ARI_RCP45_2041-2060,SPD_tc_20_ARI_RCP45_2081-2100,SPD_tc_20_ARI_RCP85_2041-2060,SPD_tc_20_ARI_RCP85_2081-2100,SPD_tc_500_ARI_baseline,SPD_tc_500_ARI_RCP45_2041-2060,SPD_tc_500_ARI_RCP45_2081-2100,SPD_tc_500_ARI_RCP85_2041-2060,SPD_tc_500_ARI_RCP85_2081-2100,SPD_tc_50_ARI_baseline,SPD_tc_50_ARI_RCP45_2041-2060,SPD_tc_50_ARI_RCP45_2081-2100,SPD_tc_50_ARI_RCP85_2041-2060,SPD_tc_50_ARI_RCP85_2081-2100,DM_tc_1000_ARI_baseline,DM_tc_1000_ARI_RCP45_2041-2060,DM_tc_1000_ARI_RCP45_2081-2100,DM_tc_1000_ARI_RCP85_2041-2060,DM_tc_1000_ARI_RCP85_2081-2100,DM_tc_100_ARI_baseline,DM_tc_100_ARI_RCP45_2041-2060,DM_tc_100_ARI_RCP45_2081-2100,DM_tc_100_ARI_RCP85_2041-2060,DM_tc_100_ARI_RCP85_2081-2100,DM_tc_10_ARI_baseline,DM_tc_10_ARI_RCP45_2041-2060,DM_tc_10_ARI_RCP45_2081-2100,DM_tc_10_ARI_RCP85_2041-2060,DM_tc_10_ARI_RCP85_2081-2100,DM_tc_20_ARI_baseline,DM_tc_20_ARI_RCP45_2041-2060,DM_tc_20_ARI_RCP45_2081-2100,DM_tc_20_ARI_RCP85_2041-2060,DM_tc_20_ARI_RCP85_2081-2100,DM_tc_500_ARI_baseline,DM_tc_500_ARI_RCP45_2041-2060,DM_tc_500_ARI_RCP45_2081-2100,DM_tc_500_ARI_RCP85_2041-2060,DM_tc_500_ARI_RCP85_2081-2100,DM_tc_50_ARI_baseline,DM_tc_50_ARI_RCP45_2041-2060,DM_tc_50_ARI_RCP45_2081-2100,DM_tc_50_ARI_RCP85_2041-2060,DM_tc_50_ARI_RCP85_2081-2100,45_2041Avg_Loss,45_2081Avg_Loss,85_2041Avg_Loss,85_2081Avg_Loss,45_2041Avg_DM,45_2081Avg_DM,85_2041Avg_DM,85_2081Avg_DM,Baseline_Avg_DM,Index_45_2041Avg_DM,Index_45_2081Avg_DM,Index_85_2041Avg_DM,Index_85_2081Avg_DM,Index_Baseline_Avg_DM
51,"Mackay North State School Primary, 4740, queensland",-21.12239,149.1838293,TC_Curve4,901493,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999987893,0.999989573,0.999996257,0.999974651,0.999940565,0.859649334,0.850204487,0.697381658,0.341029711,0.076544989,9.99e-05,6.65e-05,6.56e-06,1.19e-05,2.55e-06,0.00476744,0.00398937,0.000671662,0.000603387,0.00010491,0.998579363,0.998958121,0.999188898,0.983662119,0.900786443,0.26253865,0.262183465,0.090189134,0.048544889,0.007592229,32547.60096,23625.60075,16210.76359,9733.45422,0.036104108,0.026207193,0.017982129,0.010797038,0.036348826,1,1,0,0,1
52,"St.Patrick's College Mackay- senior Campus, 4740, queensland",-21.1395679,149.184444,TC_Curve4,153107,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,5271.031054,3771.010719,2565.765003,1595.058035,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
53,"Mackay State High School, 4740, queensland",-21.1522738,149.176745,TC_Curve4,325564,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,11208.22663,8018.610082,5455.797039,3391.703018,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
54,"Mackay West State School (Bridge Rd), 4740, queensland",-21.1519417,149.1642752,TC_Curve4,565576,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,19471.14541,13930.08261,9477.914838,5892.131275,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
55,"Northview State School, 4740, queensland",-21.1098842,149.1509552,TC_Curve4,556147,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999987893,0.999989573,0.999996257,0.999974651,0.999940565,0.859649334,0.850204487,0.697381658,0.341029711,0.076544989,9.99e-05,6.65e-05,6.56e-06,1.19e-05,2.55e-06,0.00476744,0.00398937,0.000671662,0.000603387,0.00010491,0.998579363,0.998958121,0.999188898,0.983662119,0.900786443,0.26253865,0.262183465,0.090189134,0.048544889,0.007592229,20079.19155,14575.05159,10000.7072,6004.740318,0.036104108,0.026207193,0.017982129,0.010797038,0.036348826,1,1,0,0,1
56,"St. Mary's Catholic Primary School, 4740, queensland",-21.1537447,149.1845152,TC_Curve4,452793,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,15588.35301,11152.24814,7587.898873,4717.165856,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
57,"Mackay West State School (Bridge Rd), 4740, queensland",-21.1519417,149.1642752,TC_Curve4,931389,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999976395,0.999979872,0.999992841,0.999940504,0.999914336,0.824802622,0.812156712,0.648805629,0.288646547,0.061094851,9.17e-05,6.33e-05,6.46e-06,1.1e-05,2.38e-06,0.004088682,0.003557935,0.000601918,0.000544121,9.78e-05,0.998351139,0.998699912,0.998944962,0.979941764,0.894296433,0.234854693,0.238305213,0.072810724,0.042471304,0.006542351,32065.02866,22940.0217,15608.20407,9703.145564,0.034427107,0.024629904,0.016757986,0.01041793,0.034557452,1,1,0,0,1
58,"Mackay Northern Beaches State High School, 4740, queensland",-21.0678786,149.1616229,TC_Curve4,818257,101.84748,103.405975,106.60019,99.90586,92.98344,66.047424,65.49463,62.240673,57.122932,49.622364,23.764702,22.171194,13.318093,15.396936,9.56218,38.818096,38.176838,31.154871,30.956245,24.057138,85.96212,87.88896,87.89591,76.683815,69.24921,55.462273,55.125587,50.616573,47.52523,40.716557,0.99998747,0.999991667,0.999996389,0.999979171,0.99987248,0.871724899,0.854656047,0.715008544,0.396566322,0.084466352,0.000106028,6.99e-05,6.88e-06,1.19e-05,2.58e-06,0.005425005,0.004590554,0.000733291,0.000696165,0.000114462,0.999199281,0.999516305,0.999517184,0.990991128,0.94016139,0.298491856,0.280371192,0.10689014,0.050589223,0.008886,30246.89679,22256.93237,15658.94199,9284.30814,0.036965033,0.027200418,0.019136948,0.011346445,0.038062805,1,1,0,0,1
59,"Eimeo Road State School, 4740, queensland",-21.0594276,149.1620058,TC_Curve4,494971,101.84748,103.405975,106.60019,99.90586,92.98344,66.047424,65.49463,62.240673,57.122932,49.622364,23.764702,22.171194,13.318093,15.396936,9.56218,38.818096,38.176838,31.154871,30.956245,24.057138,85.96212,87.88896,87.89591,76.683815,69.24921,55.462273,55.125587,50.616573,47.52523,40.716557,0.99998747,0.999991667,0.999996389,0.999979171,0.99987248,0.871724899,0.854656047,0.715008544,0.396566322,0.084466352,0.000106028,6.99e-05,6.88e-06,1.19e-05,2.58e-06,0.005425005,0.004590554,0.000733291,0.000696165,0.000114462,0.999199281,0.999516305,0.999517184,0.990991128,0.94016139,0.298491856,0.280371192,0.10689014,0.050589223,0.008886,18296.61922,13463.41806,9472.234486,5616.161285,0.036965033,0.027200418,0.019136948,0.011346445,0.038062805,1,1,0,0,1
60,"Emmanuel Catholic Primary School, 4740, queensland",-21.1112233,149.1571284,TC_Curve4,205513,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999987893,0.999989573,0.999996257,0.999974651,0.999940565,0.859649334,0.850204487,0.697381658,0.341029711,0.076544989,9.99e-05,6.65e-05,6.56e-06,1.19e-05,2.55e-06,0.00476744,0.00398937,0.000671662,0.000603387,0.00010491,0.998579363,0.998958121,0.999188898,0.983662119,0.900786443,0.26253865,0.262183465,0.090189134,0.048544889,0.007592229,7419.863622,5385.91879,3695.561317,2218.93168,0.036104108,0.026207193,0.017982129,0.010797038,0.036348826,1,1,0,0,1
61,"Mackay Christian college  'providence' junior campus, 4740, queensland",-21.1142539,149.1756591,TC_Curve4,285832,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999987893,0.999989573,0.999996257,0.999974651,0.999940565,0.859649334,0.850204487,0.697381658,0.341029711,0.076544989,9.99e-05,6.65e-05,6.56e-06,1.19e-05,2.55e-06,0.00476744,0.00398937,0.000671662,0.000603387,0.00010491,0.998579363,0.998958121,0.999188898,0.983662119,0.900786443,0.26253865,0.262183465,0.090189134,0.048544889,0.007592229,10319.7095,7490.854299,5139.867951,3086.138979,0.036104108,0.026207193,0.017982129,0.010797038,0.036348826,1,1,0,0,1
62,"Greensfields Shopping Centre, 4740, queensland",-21.1227079,149.1590783,TC_Curve3,404106,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999945738,0.999951145,0.99997621,0.999908819,0.999834103,0.958592963,0.956416231,0.920953817,0.803174085,0.529896675,0.009938176,0.00748887,0.001480631,0.002244733,0.000763674,0.132062922,0.118308598,0.036885562,0.034300353,0.010283103,0.99845861,0.998760247,0.998960156,0.99140001,0.968277753,0.758315927,0.758079576,0.561045192,0.444941402,0.174510294,27223.24723,21027.44176,18198.3332,10948.73389,0.0673666,0.052034471,0.045033563,0.027093718,0.068635326,3,2,2,1,3
63,"Parkside Plaza Mackay, 4740, queensland",-21.1582043,149.1692182,TC_Curve3,353048,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999913272,0.999922454,0.999962486,0.999833983,0.999785543,0.950601359,0.947715935,0.908884806,0.774758932,0.487430471,0.00936497,0.007230996,0.001463686,0.002127165,0.000725636,0.120129601,0.110146553,0.034243628,0.031973203,0.009796608,0.998288581,0.998551677,0.998749272,0.990054006,0.966718733,0.738716887,0.741298821,0.520429251,0.420800633,0.159859033,23255.62524,17644.80137,15305.4148,9069.229179,0.065871001,0.049978477,0.043352221,0.025688374,0.066722627,3,2,2,1,3
64,"Ooralea Shopping Centre, 4740, queensland",-21.174957,149.1512195,TC_Curve3,301831,98.37975,96.882965,101.289,94.661705,93.82771,63.62662,63.453995,60.391117,54.25948,47.445225,22.943773,21.613111,12.974847,14.911418,9.169667,37.06287,36.617992,29.854908,29.467611,23.217613,81.7486,82.8948,82.41758,72.38504,65.53315,53.41914,53.602695,47.99535,45.990913,38.8297,0.99989484,0.999861528,0.999938403,0.999791692,0.999757178,0.941027388,0.939241091,0.897981075,0.740308661,0.448840706,0.008920791,0.006998217,0.001437538,0.002051133,0.000714624,0.107710116,0.100097051,0.0310785,0.029004267,0.009377139,0.997766537,0.998190181,0.998024529,0.987633246,0.957728464,0.709521481,0.716427921,0.473972313,0.383963577,0.143136188,19288.42088,14386.1311,12373.7091,7307.266914,0.063904705,0.047662868,0.040995488,0.024209796,0.064361995,3,2,2,1,3
65,"Caneland Cental, 4740, queensland",-21.1384481,149.1775501,TC_Curve3,836994,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999913272,0.999922454,0.999962486,0.999833983,0.999785543,0.950601359,0.947715935,0.908884806,0.774758932,0.487430471,0.00936497,0.007230996,0.001463686,0.002127165,0.000725636,0.120129601,0.110146553,0.034243628,0.031973203,0.009796608,0.998288581,0.998551677,0.998749272,0.990054006,0.966718733,0.738716887,0.741298821,0.520429251,0.420800633,0.159859033,55133.6328,41831.68542,36285.54858,21501.01518,0.065871001,0.049978477,0.043352221,0.025688374,0.066722627,3,2,2,1,3
66,"Mount Pleasant Centre, 4740, queensland",-21.1191188,149.1586076,TC_Curve3,914209,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999945738,0.999951145,0.99997621,0.999908819,0.999834103,0.958592963,0.956416231,0.920953817,0.803174085,0.529896675,0.009938176,0.00748887,0.001480631,0.002244733,0.000763674,0.132062922,0.118308598,0.036885562,0.034300353,0.010283103,0.99845861,0.998760247,0.998960156,0.99140001,0.968277753,0.758315927,0.758079576,0.561045192,0.444941402,0.174510294,61587.15194,47570.3813,41170.08902,24769.32058,0.0673666,0.052034471,0.045033563,0.027093718,0.068635326,3,2,2,1,3
67,"Northern Beaches Central, 4740, queensland",-21.0648253,149.1581361,TC_Curve3,197192,101.84748,103.405975,106.60019,99.90586,92.98344,66.047424,65.49463,62.240673,57.122932,49.622364,23.764702,22.171194,13.318093,15.396936,9.56218,38.818096,38.176838,31.154871,30.956245,24.057138,85.96212,87.88896,87.89591,76.683815,69.24921,55.462273,55.125587,50.616573,47.52523,40.716557,0.999944414,0.999958263,0.999976802,0.999920567,0.999716412,0.961395218,0.957440788,0.925191304,0.828363509,0.548584296,0.010359205,0.00774861,0.001531045,0.002242233,0.000768065,0.142874696,0.129034389,0.039141472,0.03779082,0.010925214,0.998969522,0.999276718,0.999277641,0.994351555,0.978198151,0.780525206,0.769736461,0.593331867,0.452482516,0.191151028,13552.4191,10567.13747,9089.428312,5568.007687,0.068727023,0.053588064,0.046094306,0.028236479,0.070464728,3,2,2,1,3
68,"The Hub @ Greenfields, 4740, queensland",-21.122423,149.1580966,TC_Curve3,708928,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999945738,0.999951145,0.99997621,0.999908819,0.999834103,0.958592963,0.956416231,0.920953817,0.803174085,0.529896675,0.009938176,0.00748887,0.001480631,0.002244733,0.000763674,0.132062922,0.118308598,0.036885562,0.034300353,0.010283103,0.99845861,0.998760247,0.998960156,0.99140001,0.968277753,0.758315927,0.758079576,0.561045192,0.444941402,0.174510294,47758.06895,36888.69315,31925.55408,19207.49511,0.0673666,0.052034471,0.045033563,0.027093718,0.068635326,3,2,2,1,3
69,"Fourways Shopping Centre, 4740, queensland",-21.1527875,149.1663466,TC_Curve3,74439,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999913272,0.999922454,0.999962486,0.999833983,0.999785543,0.950601359,0.947715935,0.908884806,0.774758932,0.487430471,0.00936497,0.007230996,0.001463686,0.002127165,0.000725636,0.120129601,0.110146553,0.034243628,0.031973203,0.009796608,0.998288581,0.998551677,0.998749272,0.990054006,0.966718733,0.738716887,0.741298821,0.520429251,0.420800633,0.159859033,4903.37146,3720.347853,3227.095954,1912.216897,0.065871001,0.049978477,0.043352221,0.025688374,0.066722627,3,2,2,1,3
70,"Northpoint Retail, 4740, queensland",-21.129031,149.159989,TC_Curve3,766890,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999945738,0.999951145,0.99997621,0.999908819,0.999834103,0.958592963,0.956416231,0.920953817,0.803174085,0.529896675,0.009938176,0.00748887,0.001480631,0.002244733,0.000763674,0.132062922,0.118308598,0.036885562,0.034300353,0.010283103,0.99845861,0.998760247,0.998960156,0.99140001,0.968277753,0.758315927,0.758079576,0.561045192,0.444941402,0.174510294,51662.77181,39904.71513,34535.78949,20777.90118,0.0673666,0.052034471,0.045033563,0.027093718,0.068635326,3,2,2,1,3
71,"Sydney Street Market, 4740, queensland",-21.1442701,149.1873754,TC_Curve3,885026,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999913272,0.999922454,0.999962486,0.999833983,0.999785543,0.950601359,0.947715935,0.908884806,0.774758932,0.487430471,0.00936497,0.007230996,0.001463686,0.002127165,0.000725636,0.120129601,0.110146553,0.034243628,0.031973203,0.009796608,0.998288581,0.998551677,0.998749272,0.990054006,0.966718733,0.738716887,0.741298821,0.520429251,0.420800633,0.159859033,58297.54873,44232.25163,38367.84244,22734.87918,0.065871001,0.049978477,0.043352221,0.025688374,0.066722627,3,2,2,1,3
72,"Hibiscus Shopping Centre, 4740, queensland",-21.0364604,149.1573518,TC_Curve3,178169,102.8972,106.69959,108.40231,98.55122,90.04888,66.51589,65.612724,62.81855,57.717575,50.02364,24.055313,22.473978,13.67038,15.747109,9.847772,39.29839,38.566265,31.481415,31.130266,24.43376,87.50215,90.430466,88.95556,77.84814,70.710526,56.493694,56.06824,51.957317,48.483376,41.78527,0.99995417,0.999977222,0.999983345,0.999898103,0.999513667,0.964468106,0.958316855,0.932221158,0.843355481,0.566782174,0.010921588,0.008188596,0.001633333,0.002390994,0.000809441,0.154034087,0.137297475,0.041463132,0.03897168,0.011699419,0.999223445,0.999546604,0.999405445,0.995435144,0.983249067,0.811284157,0.799014829,0.651190774,0.496382009,0.223385497,12578.62824,10016.83247,8593.407564,5338.420715,0.070599421,0.056220961,0.048231777,0.02996268,0.072673564,3,2,2,1,3
73,"Northern Beaches Central Showroom Precinct, 4740, queensland",-21.0634086,149.1602746,TC_Curve3,983230,101.84748,103.405975,106.60019,99.90586,92.98344,66.047424,65.49463,62.240673,57.122932,49.622364,23.764702,22.171194,13.318093,15.396936,9.56218,38.818096,38.176838,31.154871,30.956245,24.057138,85.96212,87.88896,87.89591,76.683815,69.24921,55.462273,55.125587,50.616573,47.52523,40.716557,0.999944414,0.999958263,0.999976802,0.999920567,0.999716412,0.961395218,0.957440788,0.925191304,0.828363509,0.548584296,0.010359205,0.00774861,0.001531045,0.002242233,0.000768065,0.142874696,0.129034389,0.039141472,0.03779082,0.010925214,0.998969522,0.999276718,0.999277641,0.994351555,0.978198151,0.780525206,0.769736461,0.593331867,0.452482516,0.191151028,67574.47074,52689.39195,45321.30411,27762.95285,0.068727023,0.053588064,0.046094306,0.028236479,0.070464728,3,2,2,1,3
74,"Far Beach Shopping Centre, 4740, queensland",-21.1627425,149.189321,TC_Curve3,833680,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999913272,0.999922454,0.999962486,0.999833983,0.999785543,0.950601359,0.947715935,0.908884806,0.774758932,0.487430471,0.00936497,0.007230996,0.001463686,0.002127165,0.000725636,0.120129601,0.110146553,0.034243628,0.031973203,0.009796608,0.998288581,0.998551677,0.998749272,0.990054006,0.966718733,0.738716887,0.741298821,0.520429251,0.420800633,0.159859033,54915.3363,41666.05675,36141.87932,21415.88391,0.065871001,0.049978477,0.043352221,0.025688374,0.066722627,3,2,2,1,3
75,"HomeCo Mackay, 4740, queensland",-21.0987982,149.1586596,TC_Curve3,684308,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999945738,0.999951145,0.99997621,0.999908819,0.999834103,0.958592963,0.956416231,0.920953817,0.803174085,0.529896675,0.009938176,0.00748887,0.001480631,0.002244733,0.000763674,0.132062922,0.118308598,0.036885562,0.034300353,0.010283103,0.99845861,0.998760247,0.998960156,0.99140001,0.968277753,0.758315927,0.758079576,0.561045192,0.444941402,0.174510294,46099.50326,35607.60449,30816.82775,18540.44778,0.0673666,0.052034471,0.045033563,0.027093718,0.068635326,3,2,2,1,3
76,"2017 Mackay SHOW, 4740, queensland",-21.1442513,149.1764421,TC_Curve3,146705,99.427956,100.0366,103.98611,95.89612,94.50344,64.645134,64.319855,61.07151,55.2809,48.28858,23.210484,21.792347,13.073029,15.109788,9.252893,37.73261,37.199394,30.400167,30.014292,23.45792,83.19938,84.10861,84.90743,73.58312,66.88445,54.21454,54.287525,49.006763,46.8245,39.53784,0.999913272,0.999922454,0.999962486,0.999833983,0.999785543,0.950601359,0.947715935,0.908884806,0.774758932,0.487430471,0.00936497,0.007230996,0.001463686,0.002127165,0.000725636,0.120129601,0.110146553,0.034243628,0.031973203,0.009796608,0.998288581,0.998551677,0.998749272,0.990054006,0.966718733,0.738716887,0.741298821,0.520429251,0.420800633,0.159859033,9663.605234,7332.092476,6359.987532,3768.612956,0.065871001,0.049978477,0.043352221,0.025688374,0.066722627,3,2,2,1,3
77,"Andergrove Village, 4740, queensland",-21.0974301,149.1805766,TC_Curve3,403456,101.97864,102.54949,106.46332,99.155624,95.90006,65.65044,65.35943,61.916046,56.21021,49.213253,23.536728,21.984337,13.135722,15.40301,9.530976,38.321957,37.63829,30.819265,30.409489,23.724182,83.769394,84.95543,85.91286,74.38134,67.154144,54.78102,54.77401,49.89676,47.35943,40.110447,0.999945738,0.999951145,0.99997621,0.999908819,0.999834103,0.958592963,0.956416231,0.920953817,0.803174085,0.529896675,0.009938176,0.00748887,0.001480631,0.002244733,0.000763674,0.132062922,0.118308598,0.036885562,0.034300353,0.010283103,0.99845861,0.998760247,0.998960156,0.99140001,0.968277753,0.758315927,0.758079576,0.561045192,0.444941402,0.174510294,27179.45894,20993.61936,18169.06138,10931.12297,0.0673666,0.052034471,0.045033563,0.027093718,0.068635326,3,2,2,1,3
